,Case Number,Date,Year,Type,Country,Area,Location,Activity,Name,Sex ,Age,Injury,Fatal,Time,Species ,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Unnamed: 22,Unnamed: 23
2681,1989.06.06,06-Jun-1989,1989,Unprovoked,italy,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara ",windsurfing (urinating on his board),Ezio Bocedi,M,25.0,upper right thigh bitten,False,Unknown,Unknown,"I. Fergusson, MEDSAF",1989.06.06-Bocedi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.06-Bocedi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.06-Bocedi.pdf,1989.06.06,1989.06.06,3622.0,unknown,unknown
2682,1989.06.05,05-Jun-1989,1989,Unprovoked,south africa,Eastern Cape Province,Jeffreys Bay,surfing,Roniel Jacobs,M,16.0,"no injury, board bitten",False,Unknown,Unknown,"R. Jacobs, R. Joseph; M. Levine, GSAF ",1989.06.05-Jacobs.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.05-Jacobs.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.05-Jacobs.pdf,1989.06.05,1989.06.05,3621.0,unknown,unknown
2683,1989.06.03,03-Jun-1989,1989,Unprovoked,south africa,Eastern Cape Province,Gonubie,free diving,Leon Krouse,M,28.0,forearm bitten,False,Unknown,Unknown,"M. Levine, L. Krouse, P. Sachs, GSAF",1989.06.03-Krouse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.03-Krouse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.03-Krouse.pdf,1989.06.03,1989.06.03,3620.0,unknown,unknown
2684,1989.06.00,Jun-1989,1989,Invalid,japan,Sea of Japan,Unknown,nan,male,M,25.0,"doubtful incident, needs investigation",False,Unknown,Unknown,K. Nakaya,1989.06.00-Sea-of-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.00-Sea-of-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.00-Sea-of-Japan.pdf,1989.06.00,1989.06.00,3619.0,unknown,unknown
2685,1989.04.23,23-Apr-1989,1989,Unprovoked,usa,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",swimming,Scott Scherger,M,19.0,right calf bitten,False,Unknown,Unknown,"Palm Beach Post, April 27, 1989   ",1989.04.23-Scherger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.23-Scherger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.23-Scherger.pdf,1989.04.23,1989.04.23,3618.0,unknown,unknown
2686,1989.04.12,12-Apr-1989,1989,Unprovoked,usa,Washington,"Pacific Beach, Grays Harbor County",surfing (lying prone on his board),Robert Harms,M,25.0,forearm bitten,False,Unknown,White shark,"R. Collier, p.110; J. McCosker & R.N. Lea      ",1989.04.12-Harms_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.12-Harms_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.12-Harms_Collier.pdf,1989.04.12,1989.04.12,3617.0,unknown,unknown
2687,1989.04.09,09-Apr-1989,1989,Boat,usa,California,"Monterey Bay, Monterey County",nan,10.7 m boat. Occupants: John Capella & friends,M,25.0,no injury to occupants. shark rammed boat 4 times,False,Unknown,Unknown,R. Collier,1989.04.09-Capella.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.09-Capella.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.09-Capella.pdf,1989.04.09,1989.04.09,3616.0,unknown,unknown
2688,1989.04.03,03-Apr-1989,1989,Unprovoked,usa,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",paddling on surfboard,Sam McLain,M,25.0,calf lacerated,False,Unknown,Unknown,"J. Borg, p.77; L. Taylor (1993), pp.108-109",1989.04.03-McLain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.03-McLain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.03-McLain.pdf,1989.04.03,1989.04.03,3615.0,unknown,unknown
2689,1989.04.00,Apr-1989,1989,Unprovoked,usa,Hawaii,"Kekaha Beach, Kaua'i",paddling on surfboard,William P. Allen,M,25.0,"board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by sharks teeth",False,Unknown,Unknown,"J. Borg, p.77; L. Taylor (1993), pp.108-109",1989.04.00-Allen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.00-Allen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.00-Allen.pdf,1989.04.00,1989.04.00,3614.0,unknown,unknown
2690,1989.03.09,09-Mar-1989,1989,Unprovoked,australia,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",surfing,Matthew Foale,M,27.0,thigh bitten fatal,True,Unknown,Unknown,"Courier-Mail, 3/11/1989, p.5;  J. West, ASAF",1989.03.09-Foale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.09-Foale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.09-Foale.pdf,1989.03.09,1989.03.09,3613.0,unknown,unknown
2691,1989.03.04,04-Mar-1989,1989,Boat,australia,Western Australia,Near Broome in Roebuck Bay,kayaking,Kim Courtenay ,M,25.0,"no injury, but the kayak was bitten by the shark",False,Unknown,Unknown,"K. Courtenay; T. Peake, GSAF",1989.03.04-Courtenay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.04-Courtenay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.04-Courtenay.pdf,1989.03.04,1989.03.04,3612.0,unknown,unknown
2692,1989.02.19,19-Feb-1989,1989,Provoked,south africa,Western Cape Province,Unknown,fishing,Kobus de Jager,M,25.0,thigh lacerated & abraded  provoked incident,False,Unknown,Unknown,"Sunday Times, 2/19/1989",1989.02.19.R-DeJager.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.19.R-DeJager.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.19.R-DeJager.pdf,1989.02.19,1989.02.19,3611.0,unknown,unknown
2693,1989.02.15,15-Feb-1989,1989,Unprovoked,south africa,KwaZulu-Natal,Richards Bay,windsurfing,Nico Abel,M,26.0,foot bruised & minor lacerations,False,Unknown,Unknown,"G. Cliff, NSB",1989.02.15-Abel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.15-Abel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.15-Abel.pdf,1989.02.15,1989.02.15,3610.0,unknown,unknown
2694,1989.02.02,02-Feb-1989,1989,Unprovoked,italy,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)","scuba diving, but swimming on surface",Luciano Costanzo,M,47.0,fatal. his body not recovered,True,Unknown,Unknown,"A. De Maddalena; Cappelletti (1989a), Bertuccelli (1989), Giudici & Fino (1989), Biagi (1989), Albertarelli (1989); I. Fergusson, MEDSA; C. Moore, GSAF",1989.02.02-Constanzo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.02-Constanzo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.02-Constanzo.pdf,1989.02.02,1989.02.02,3609.0,unknown,unknown
2695,1989.01.26.b,26-Jan-1989,1989,Invalid,usa,California,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",kayaking,Roy Jeffrey Stoddard,M,24.0,reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,False,Unknown,Invalid,"R. Collier, pp.106-109",1989.01.26.b-Stoddard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.b-Stoddard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.b-Stoddard.pdf,1989.01.26.b,1989.01.26.b,3608.0,unknown,unknown
2696,1989.01.26.a,26-Jan-1989,1989,Unprovoked,usa,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",kayaking,Tamara McAllister,F,24.0,"fatal, thigh bitten, hands lacerated  ",True,Unknown,Unknown,"R. Collier, pp.106-109",1989.01.26.a-McAllister_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.a-McAllister_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.a-McAllister_Collier.pdf,1989.01.26.a,1989.01.26.a,3607.0,unknown,unknown
2697,1989.01.20.b,20-Jan-1989,1989,Unprovoked,usa,Hawaii,"Waialua Beach, Moloka'i",body boarding,Earl Dunnam,M,10.0,foot bitten,False,Unknown,Unknown,"J. Borg, p.77",1989.01.20.b-Dunnam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.b-Dunnam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.b-Dunnam.pdf,1989.01.20.b,1989.01.20.b,3606.0,unknown,unknown
2698,1989.01.20.a,20-Jan-1989,1989,Unprovoked,south africa,KwaZulu-Natal,Isipingo,lifesaving drill,Sudesh Sarjoo,M,19.0,thigh bitten,False,Unknown,Unknown,"S. Sarjoo, M. Levine,  G. Thompson, G. Charter, M. Anderson-Read, G. Cliff & S. Dudley, GSAF",1989.01.20.a-Sarjoo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.a-Sarjoo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.a-Sarjoo.pdf,1989.01.20.a,1989.01.20.a,3605.0,unknown,unknown
2699,1989.01.08,08-Jan-1989,1989,Unprovoked,usa,Hawaii,"Wailua, Kaua'i",swimming in strong current with 3 others when he disappeared,Ken Ahlstrand,M,25.0,"lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",True,Unknown,Unknown,"J. Borg, p.77; L. Taylor (1993), pp.106-107",1989.01.08-Ahlstrand.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.08-Ahlstrand.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.08-Ahlstrand.pdf,1989.01.08,1989.01.08,3604.0,unknown,unknown
2700,1989.01.03,03-Jan-1989,1989,Unprovoked,australia,New South Wales,"Half Tide Beach, Evans Head",surfing with dolphins,Adam Maguire (McGuire),M,17.0,"abdomen lacerated, surfboard holed",False,Unknown,Unknown,"Courier Mail, 1/4/1989, p.1; Herald, 1-4/1989, p.1; Miami Herald, 1/5/1989; A. Sharpe, p.87",1989.01.03-McGuire.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.03-McGuire.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.03-McGuire.pdf,1989.01.03,1989.01.03,3603.0,unknown,unknown
2701,1989.00.00.b,1989,1989,Unprovoked,papua new guinea,New Ireland,Kavieng,"scuba diving, hand feeding sharks",Dinah Halstead,F,25.0,thigh & calf bitten,False,Unknown,Unknown,"S. Waterman, GSAF",1989.00.00.b-Halstead,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00.b-Halstead,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00.b-Halstead,1989.00.00.b,1989.00.00.b,3602.0,unknown,unknown
2702,1989.00.00.a,1989,1989,Unprovoked,usa,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",spearfishing using scuba & trailing a string of bleeding fish,male,M,25.0,"no injury, shark grabbed his fish and chased him to the boat",False,Unknown,Unknown,J. Musick,1989.00.00.a-Virginia-spearfisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00.a-Virginia-spearfisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00-Virginia-spearfisherman.pdf,1989.00.00.a,1989.00.00.a,3601.0,unknown,unknown
2703,1988.12.15,15-Dec-1988,1988,Unprovoked,chile,Valpariso Province,Valpariso,skindiving,Juan Tapia-Avalos,M,25.0,fatal,True,Unknown,Unknown,J.  McCosker & A. Engana,1988.12.15-Avalos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.12.15-Avalos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.12.15-Avalos.pdf,1988.12.15,1988.12.15,3600.0,unknown,unknown
2704,1988.11.08,08-Nov-1988,1988,Sea Disaster,australia,Queensland,"Off North Keppel Island, off Yeppoon","the christie v sank on 11/6/1988, survivors were adrift on a dinghy",Bruce Coucom,M,17.0,"fatal  when james coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",True,Unknown,Unknown,"H. Edwards, pp.115-116",1988.11.08-BruceCoucom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.08-BruceCoucom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.08-BruceCoucom.pdf,1988.11.08,1988.11.08,3599.0,unknown,unknown
2705,1988.11.07,07-Nov-1988,1988,Sea Disaster,australia,Queensland,"Off North Keppel Island, off Yeppoon","the christie v sank on 11/6/1988, survivors were adrift on a dinghy",Cedric Coucom,M,62.0,fatal,True,Unknown,Unknown,"H. Edwards, pp.115-116",1988.11.07-CedricCoucom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.07-CedricCoucom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.07-CedricCoucom.pdf,1988.11.07,1988.11.07,3598.0,unknown,unknown
2706,1988.10.24,24-Oct-1988,1988,Sea Disaster,philippines,Viscayan Sea,Unknown,the mv dona marilyn sank in typhoon unsang with the loss of 389 lives,John Doe,M,25.0,"according to survivors, many people were taken by sharks",True,Unknown,Unknown,"Straits Times, 11/5/1988",1988.10.24-DonaMarilyn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.24-DonaMarilyn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.24-DonaMarilyn.pdf,1988.10.24,1988.10.24,3597.0,unknown,unknown
2707,1988.10.23,23-Oct-1988,1988,Unprovoked,usa,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",surfing (sitting on his board),Wyndham Kapan,M,21.0,leg bitten & femur fractured,False,Unknown,Unknown,"R. Collier, pp.104-106",1988.10.23-Kapan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.23-Kapan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.23-Kapan_Collier.pdf,1988.10.23,1988.10.23,3596.0,unknown,unknown
2708,1988.10.22,22-Oct-1988,1988,Unprovoked,australia,Victoria,Phillip Island,surfing,John Wonham,M,38.0,lacerations to right leg,False,Unknown,Unknown,"Miami Herald, 10/26/1988",1988.10.22-Wonham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.22-Wonham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.22-Wonham.pdf,1988.10.22,1988.10.22,3595.0,unknown,unknown
2709,1988.10.14,14-Oct-1988,1988,Unprovoked,usa,Florida,"Boca Raton, Palm Beach County",surfing,Aaron Shulman,M,15.0,lacerations to left thigh,False,Unknown,Unknown,"Boca Raton News, 10/15/1988",1988.10.14-Shulman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.14-Shulman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.14-Shulman.pdf,1988.10.14,1988.10.14,3594.0,unknown,unknown
2710,1988.10.11,11-Oct-1988,1988,Unprovoked,usa,Florida,"Fort Pierce, St. Lucie County ",surfing,John L. Goodson,M,30.0,left leg lacerated,False,Unknown,Unknown,"St. Petersburg Times 10/13/1988, p.2B",1988.10.11-Goodson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.11-Goodson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.11-Goodson.pdf,1988.10.11,1988.10.11,3593.0,unknown,unknown
2711,1988.10.10,10-Oct-1988,1988,Unprovoked,usa,Florida,"Playalinda, Brevard County",surfing,Patrick Turowski,M,23.0,hand lacerated,False,Unknown,Unknown,"G. Taylor, Orlando Sentinel, 10/12/1988, p.D3",1988.10.10-Turowski.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.10-Turowski.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.10-Turowski.pdf,1988.10.10,1988.10.10,3592.0,unknown,unknown
2712,1988.10.06,06-Oct-1988,1988,Unprovoked,australia,South Australia,Moama Beach,surfing,Murray Taylor,M,15.0,lower right  leg lacerated,False,Unknown,Unknown,"Herald, 10/7/1988, p.5; Hobart Mercury, 10/8/1988, p.3",1988.10.06-MurrayTaylor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.06-MurrayTaylor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.06-MurrayTaylor.pdf,1988.10.06,1988.10.06,3591.0,unknown,unknown
2713,1988.10.00,Oct-1988,1988,Unprovoked,usa,Florida,"Sanibel Island, Lee County",wading,Sally Jo Scott,F,23.0,leg lacerated,False,Unknown,Unknown,C.L. Call,1988.10.00-SallyJoScott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.00-SallyJoScott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.00-SallyJoScott.pdf,1988.10.00,1988.10.00,3590.0,unknown,unknown
2714,1988.09.28,28-Sep-1988,1988,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",surfing,Chris Garvin,M,21.0,lacerations to foot,False,Unknown,Unknown,"News-Journal, 9/29/1988",1988.09.28-Garvin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.28-Garvin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.28-Garvin.pdf,1988.09.28,1988.09.28,3589.0,unknown,unknown
2715,1988.09.13.b,13-Sep-1988,1988,Unprovoked,usa,Florida,"Shell Island Panama City Beach, Bay County",walking,Dennis & Ann Hadden,F,25.0,dennis' hand injured; ann's right forearm bitten,False,Unknown,Unknown,"M. Womack, News Herald; Orlando Sentinel, 9/18/1988, p. B4",1988.09.13.b-Hadden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.b-Hadden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.b-Hadden.pdf,1988.09.13.b,1988.09.13.b,3588.0,unknown,unknown
2716,1988.09.13.a,13-Sep-1988,1988,Unprovoked,usa,Florida,"Shell Island Panama City Beach, Bay County",snorkeling,John P. Martin ,M,38.0,"fatal, thigh & hand lacerated",True,Unknown,Unknown,"M. Womack, News Herald",1988.09.13.a-Martin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.a-Martin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.a-Martin.pdf,1988.09.13.a,1988.09.13.a,3587.0,unknown,unknown
2717,1988.08.22.b,22-Aug-1988,1988,Provoked,usa,Louisiana,New Orleans,diving in sharkey's reef restaurants aquarium,Wiley Beevers,M,25.0,arm bitten by captive shark provoked incident,False,Unknown,Unknown,"New Orleans Times-Picayune, 8/23/1988; Orlando Sentinel. Orlando, Fla.: Aug 24, 1988. p.. A.8; Miami Herald, 8/24/1988",1988.08.22.b-Beevers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.b-Beevers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.b-Beevers.pdf,1988.08.22.b,1988.08.22.b,3586.0,unknown,unknown
2718,1988.08.22.a,22-Aug-1988,1988,Unprovoked,italy,Manfredonia ,Ippocampo,nan,male,M,16.0,survived,False,Unknown,Unknown,"C. Moore, GSAF",1988.08.22.a-Ippocampo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.a-Ippocampo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.a-Ippocampo.pdf,1988.08.22.a,1988.08.22.a,3585.0,unknown,unknown
2719,1988.08.19,19-Aug-1988,1988,Unprovoked,japan,Tokyo Prefecture,Ogasawara Islands,nan,male,M,25.0,survived,False,Unknown,Unknown,K. Nakaya,1988.08.19-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.19-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.19-Japan.pdf,1988.08.19,1988.08.19,3584.0,unknown,unknown
2720,1988.08.11,11-Aug-1988,1988,Unprovoked,usa,California,"Klamath River, Del Norte County",surfing,Carl Lafazio,M,27.0,thigh bitten,False,Unknown,Unknown,"R. Collier, pp.102-104",1988.08.11-LaFazio_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.11-LaFazio_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.11-LaFazio_Collier.pdf,1988.08.11,1988.08.11,3583.0,unknown,unknown
2721,1988.07.23,23-Jul-1988,1988,Unprovoked,bahamas,bahamas,Unknown,free diving & spearfishing ,Kenny Isham,M,25.0,hand bitten,False,Unknown,Unknown,"E. Pace, FSAF",1988.07.23-Isham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.23-Isham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.23-Isham.pdf,1988.07.23,1988.07.23,3582.0,unknown,unknown
2722,1988.07.19,19-Jul-1988,1988,Unprovoked,bahamas,bahamas,Unknown,spearfishing on scuba,Larry Press,M,28.0,cheek bitten,False,Unknown,Unknown,"E. Pace, FSAF",1988.07.19-Press.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.19-Press.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.19-Press.pdf,1988.07.19,1988.07.19,3581.0,unknown,unknown
2723,1988.07.17,17-Jul-1988,1988,Unprovoked,bahamas,bahamas,Unknown,diving,Doug Perrine,M,35.0,right palm lacerated,False,Unknown,Unknown,"E. Pace, FSAF",1988.07.17-Perrine.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.17-Perrine.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.17-Perrine.pdf,1988.07.17,1988.07.17,3580.0,unknown,unknown
2724,1988.07.11,11-Jul-1988,1988,Unprovoked,usa,Florida,"Jensen Beach, Martin County",swimming,female,F,15.0,punctures & deep scratches to foot & buttock,False,Unknown,Unknown,"Miami Herald,  7/12/1988, p.1B",1988.07.11-female_Jensen Beach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.11-female_Jensen Beach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.11-female_Jensen Beach.pdf,1988.07.11,1988.07.11,3579.0,unknown,unknown
2725,1988.07.04.b,04-Jul-1988,1988,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",boogie boarding,Ray Bourgeois,M,37.0,punctures to lower left leg & foot,False,Unknown,Unknown,"News-Journal, 7/5/1988",1988.07.04.b-Bourgeois.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.b-Bourgeois.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.b-Bourgeois.pdf,1988.07.04.b,1988.07.04.b,3578.0,unknown,unknown
2726,1988.07.04.a,04-Jul-1988,1988,Unprovoked,bahamas,bahamas,Unknown,snorkeling,Lowell Nickerson,M,25.0,leg lacerated,False,Unknown,Unknown,"E. Pace, GSAF",1988.07.04.a-Nickerson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.a-Nickerson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.a-Nickerson.pdf,1988.07.04.a,1988.07.04.a,3577.0,unknown,unknown
